Player,Season,Age,Team,Comp,Nation,(+/-) / 90,MP,Min,90s played,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,Pkatt,PKm,PPM,onG,onGA,Recov/90,Min.y,Off,PKwon,PKcon,OG,Tkl/90,Tkl Won,Tkls in Def 3rd,Tkls in Mid 3rd,Tkls in Att 3rd,Tkl,Tkl Att,Tkl%,Lost,Blocks,Shots Blocked,Pass Blocked,Int,Tkl+Int,Clearances,Errors leading to shoot,Carries/90,TotDist Carried,PrgDist Carried,PrgC,Carries into final third,Carreis into 18yd,Succesful Received Passes,Progressive Passes Received,PassesCmp/90,Passes Attempted,Passes Cmp%,Key Passes,Key Passes Close to Goal,Passes into 18yd,CrsPA,Prg Passes,TotDist Passed,PrgDist Passed,Short Passes Cmp,Short Passes Att,Short Passes Cmp%,Medium Passes Cmp,Medium Passes Att,Medium Passes Cmp%,Long Passes Cmp,Long Passes Att,Long Passes Cmp%,Touches/90,Touches in Def Pen,Touches in Def 3rd,Touches in Mid 3rd,Touches Att 3rd,Touches in Att Pen,Live ball Touches,xG when on/90,xGA when on,xG+/-,MarketValue_2022,MarketValue in Millions,predicted_value,Residual,Def_score_raw,Prog_score_raw,Onball_score_raw,Creat_score_raw,Def_score,Prog_score,Onball_score,Creat_score,Def_pct,Prog_pct,Onball_pct,Creat_pct
Martín Zubimendi,2022-2023,23,Real Sociedad,es La Liga,es ESP,0.3,36,3101,34.5,35,1,0,0,0.1,0.1,0,0,0,0,0.1,1.3,1,6.3,3101,0,0,0,0,1.7,1,0.7,0.9,0.2,0.7,1.3,53.3,0.6,1.3,0.5,0.8,1.1,2.8,1.6,0.1,36.7,200.1,106.7,1.2,1.1,0.1,41.9,0.8,44.8,52.6,85.3,0.6,5.1,0.7,0,5.3,777.3,234.9,20.1,22.8,88.3,20.4,22.3,91.2,3.6,5.5,66.5,60.7,3.1,14.8,39.2,7.5,0.5,60.7,1.4,0.9,0.5,40000000,40,32.26574634847767,7.73425365152233,9.1,6.5,130.1,2,0.40252411232094326,0.14622242130653249,0.960688824568535,-0.6303632108838577,0.6468646864686468,0.583058305830583,0.8360836083608361,0.2684268426842684
Mattia Valoti,2022-2023,28,Monza,it Serie A,it ITA,-0.4,16,453,5,4,12,21,0,0,0,0,0,0,0,0.2,1,1.4,4.6,453,0.4,0,0,0,3.4,2,1.4,1.8,0.2,1,3.2,31.3,2.2,2.6,0.6,2,0.6,4,1.2,0,22.6,133.7,55.8,1.4,0.8,0,30.2,1.8,24.2,33,73.5,0.6,3.4,0.4,0.2,3.2,399.1,92.6,10.9,13.5,80.9,9.3,12.7,73.4,2.6,4,65,45.9,1.8,10.5,26.4,9.5,1,45.9,1.1,1.6,-0.5,1700000,1.7,-3.490361631382326,5.190361631382326,8.6,4.6,97.7,1.7000000000000002,0.19258776304764055,-0.7093395632585943,-0.6564012247337421,-0.9934205032283578,0.5665566556655666,0.24422442244224424,0.2717271727172717,0.1551155115511551
Maxime Gonalons,2022-2023,33,Clermont Foot,fr Ligue 1,fr FRA,0.1,25,1449,16.1,19,6,0,0.1,0,0.1,0.1,0,0,0,0.1,1.4,1.3,6.1,1449,0,0,0,0,3.2,2,1.6,1.3,0.4,1.6,3.3,47.2,1.7,1.3,0.1,1.2,1.2,4.5,0.4,0.1,46.1,244.9,102.5,0.6,1,0,41.4,0.2,45.7,51.9,88.1,0.6,5,0.4,0.1,6.1,853.7,255.4,17.1,19.4,87.9,21.7,23.2,93.6,5.1,6.5,78.8,61.9,1.7,16.1,40.8,6,0.2,61.9,1.2,1.7,-0.5,1000000,1,-5.595050017489868,6.595050017489868,10.6,6.699999999999999,133.8,1.7999999999999998,1.0323331601408514,0.2362815775765455,1.1453565153839194,-0.8724014057801915,0.8547854785478548,0.6215621562156216,0.8734873487348734,0.17491749174917492
Oliver Skipp,2022-2023,21,Tottenham,eng Premier League,eng ENG,-0.1,23,1491,16.6,18,5,10,0.1,0,0.1,0.1,0,0,0,0.1,1.6,1.7,6.5,1491,0,0,0,0,2.1,1,1.1,0.9,0.1,1,2,48.5,1,1,0.5,0.5,1,3.1,1.1,0.1,29.9,129.6,56.8,0.8,0.9,0.1,38.3,1.5,39.8,46.6,85.5,0.6,3.1,0.4,0.1,3.4,644.3,159.2,19.7,21.4,92.1,16.3,18.1,90,2.5,3.8,66.7,55.2,2.7,14.8,33.4,7.5,0.4,55.2,1.5,1.4,0.1,15000000,15,34.748014473110544,-19.748014473110544,9.6,4.2,125.3,2.1,0.6124604615942459,-0.8894578757986206,0.7211199283756051,-0.5093441134356907,0.7150715071507151,0.1848184818481848,0.7678767876787679,0.3355335533553355
Oriol Romeu,2022-2023,30,2 Teams,2 Comps,es ESP,0.1,34,3024,33.6,34,0,3,0.1,0,0.1,0.1,0,0,0,0,1.6,1.5,6,3024,0,0,0,0,2.1,1.1,1.1,0.8,0.2,0.8,1.5,51,0.7,1.5,0.3,1.2,1.1,3.2,1.6,0,34.7,136.2,63.5,0.5,0.9,0,39.8,0.5,42.6,49.3,86.5,0.6,3.7,0.5,0.1,4.1,731.5,196.2,19.4,21,92.2,18.1,20,90.6,3.7,5.6,66.1,59.2,3.3,17.7,33.9,8.1,0.9,59.2,1.4,1.4,-0.1,5000000,5,14.833538432802104,-9.833538432802104,9.2,4.6,129.1,2,0.44451138217560365,-0.7093395632585943,0.9107786378616746,-0.6303632108838577,0.6644664466446645,0.24422442244224424,0.8217821782178217,0.2684268426842684
Renato Tapia,2022-2023,27,Celta Vigo,es La Liga,pe PER,-1.1,28,1451,16.1,16,12,5,0,0,0,0,0,0,0,0.1,0.6,1.7,5,1451,0,0,0.1,0,2.9,1.6,1.3,1.3,0.3,1.1,2.3,48.6,1.2,1.8,0.7,1.1,1.2,4.1,2.3,0,36.1,162.8,76.4,0.7,0.9,0.1,40.2,0.5,42.6,50.3,84.7,0.6,3.9,0.4,0.1,4.2,837.7,225.4,15.9,17.6,90.5,19.9,21.8,91.2,6.1,9.5,64.7,61.6,4,19.7,35,7.4,0.6,61.6,1,1.3,-0.4,9000000,9,2.609502091671419,6.390497908328581,9.1,4.9,127.30000000000001,1.6,0.40252411232094326,-0.5742508288535739,0.8209403017893268,-1.1144396006765247,0.6468646864686468,0.29812981298129815,0.7997799779977998,0.09020902090209021
Roberto Gagliardini,2022-2023,28,Inter,it Serie A,it ITA,0.8,19,783,8.7,7,12,16,0,0,0,0,0,0,0,0.3,1.8,1,4.4,783,0,0,0,0,1.8,0.7,1,0.7,0.1,1.1,2.4,47.6,1.3,1.6,0.6,1,0.5,2.3,1.7,0,28,164.9,90.5,2.3,1.1,0.1,36.2,2.5,34.1,40.8,83.7,0.6,3.7,1.4,0.5,4.5,498,145.9,20.3,23,88.5,10.8,12.4,87,1.7,2.9,60,52.2,2.4,12.1,26.3,14.4,2.8,52.2,1.4,1.2,0.2,6500000,6.5,19.9352370154014,-13.435237015401398,6.7,6.8,117.80000000000001,2,-0.6051703641909095,0.2813111557115524,0.34679352807415276,-0.6303632108838577,0.2739273927392739,0.6391639163916392,0.6622662266226622,0.2684268426842684
Roméo Lavia,2022-2023,18,Southampton,eng Premier League,be BEL,-0.9,29,2221,24.7,26,3,0,0,0,0,0,0,0,0,0,1.1,2,7.6,2221,0,0,0,0,2.4,1.4,1.1,1.2,0.2,0.9,2.1,39.6,1.3,1.9,0.4,1.5,1.3,3.8,0.9,0,32.6,173.2,77.1,0.9,0.9,0,32.2,0.6,34.8,40.4,86.2,0.6,4.1,0.4,0,4.1,600.3,161.5,15.6,17.2,90.8,15.8,17.3,91.3,2.8,3.8,73.1,52.2,2.4,12.1,33.6,7.2,0,52.2,1,1.7,-0.6,25000000,25,19.380670096554788,5.619329903445212,11.399999999999999,5,121,1.6,1.3682313189781354,-0.5292212507185674,0.5065061255361055,-1.1144396006765247,0.9031903190319032,0.31353135313531355,0.7117711771177118,0.09020902090209021
Samu Costa,2022-2023,21,Almería,es La Liga,pt POR,-1.1,32,1989,22.1,22,10,6,0,0.1,0.1,0,0,0,0,0.1,1,2.1,6.5,1989,0.2,0,0,0,2.8,1.4,1.6,0.9,0.3,1.3,2.8,47.5,1.4,1.3,0.3,1,1.7,4.4,2.9,0.2,32.4,125.9,50.4,0.4,0.4,0,38.7,1.1,39.1,49.6,78.8,0.6,3.1,0.5,0,4.1,718.8,232.3,17.3,19.9,87.2,16.7,19.4,86,4.6,7.6,60.4,63.1,4.3,21.6,35,6.9,0.7,63.1,1.1,1.9,-0.8,5000000,5,8.359249235378233,-3.3592492353782326,10.9,4.5,117.9,1.7000000000000002,1.1582949697048333,-0.7543691413936007,0.3517845467448385,-0.9934205032283578,0.8745874587458746,0.22772277227722773,0.6644664466446645,0.1551155115511551
Scott McTominay,2022-2023,25,Manchester Utd,eng Premier League,sct SCO,-0.2,24,1160,12.9,10,14,2,0.1,0,0.1,0.1,0,0,0,0.2,1.3,1.6,6.1,1160,0,0,0.1,0,2.5,1.5,1.2,0.8,0.5,1,1.7,59.1,0.7,1.2,0.5,0.7,1.1,3.6,3.5,0.1,24.4,124.9,60.7,1.6,1.2,0.2,27.9,1.5,27.5,33.5,82.2,0.6,2.5,0.4,0.1,2.6,421.5,120.2,15.1,17.4,86.6,9.5,10.9,86.5,1.9,2.8,69.4,47.9,5.4,15.9,22.3,10.2,1.9,47.9,1.5,1.7,-0.3,30000000,30,27.243447996929618,2.7565520030703823,9.7,4.2,109.7,2.1,0.6544477314489063,-0.8894578757986206,-0.05747898425141707,-0.5093441134356907,0.7271727172717272,0.1848184818481848,0.49834983498349833,0.3355335533553355
Stijn Spierings,2022-2023,26,Toulouse,fr Ligue 1,nl NED,-0.1,36,3120,34.7,35,1,1,0.1,0,0.1,0.1,0,0,0,0,1.4,1.5,9.7,3120,0,0,0,0,2.7,1.9,1.1,1.4,0.3,1.2,2.9,42.6,1.7,1.4,0.3,1.1,1.5,4.3,1.3,0,53.2,249.7,108.4,0.9,1.2,0.1,46.6,0.9,51.3,60.1,85.3,0.6,5.5,0.6,0.1,6.7,929.9,288.5,22.5,25.2,89.3,21.1,23.3,90.2,6.1,8.6,70.5,70,2.8,16.8,44.2,9.8,0.6,70,1.4,1.5,-0.1,4000000,4,3.3056038177440428,0.6943961822559572,14,7.6000000000000005,136.6,2,2.4599003351993103,0.641547780791606,1.2851050381631277,-0.6303632108838577,0.9933993399339934,0.7601760176017601,0.8976897689768977,0.2684268426842684
Vincent Marchetti,2022-2023,25,Ajaccio,fr Ligue 1,fr FRA,-1,31,2452,27.2,29,2,0,0,0.1,0.1,0,0,0,0,0,0.7,1.7,6.2,2452,0,0,0,0,2,1,1.1,0.7,0.3,0.9,2.5,36.8,1.6,0.8,0.1,0.7,0.7,2.7,1.1,0,36.9,242.4,123,2.4,2.2,0.3,33.1,2.1,30.7,38.8,79.2,0.6,3.9,0.9,0,5.2,526.2,158.7,14.1,16.7,84.4,11.7,14,83.5,3.2,5,64,50.2,2.3,9.3,30.8,11.3,1,50.2,1.1,1.3,-0.3,3000000,3,7.858471758927564,-4.858471758927564,8.9,7.6,109.9,1.7000000000000002,0.3185495726116225,0.6415477807916056,-0.04749694691004484,-0.9934205032283578,0.6160616061606161,0.7524752475247525,0.5005500550055005,0.1551155115511551
Warren Zaïre-Emery,2022-2023,16,Paris S-G,fr Ligue 1,fr FRA,0.2,26,929,10.3,8,18,9,0.2,0,0.2,0.2,0,0,0,0.2,1.8,1.6,5.2,929,0.2,0,0.1,0,1.6,1,0.5,1,0.2,0.8,2.8,27.6,2,1.1,0,1.1,1.2,2.8,1.6,0,56.6,330.5,147.4,2.2,2.1,0.4,52.8,5.2,55.3,60.5,91.5,0.6,3.6,0.5,0,3.1,754.8,156,32.9,35.6,92.6,18.4,19,96.9,1.1,1.6,68.8,70.3,2.5,11.9,41.3,18.6,2,70.3,2,1.6,0.4,6000000,6,39.3285294120963,-33.3285294120963,8,5.300000000000001,146.8,2.6,-0.05933585608032257,-0.3941325163135471,1.7941889425731048,0.09575137380514315,0.46204620462046203,0.39163916391639164,0.9559955995599559,0.5731573157315731
Will Hughes,2022-2023,27,Crystal Palace,eng Premier League,eng ENG,-0.4,27,842,9.4,7,20,6,0.1,0.1,0.2,0.1,0,0,0,0.1,0.7,1.2,7.1,842,0,0,0.1,0,3.1,1.7,1.2,1.7,0.2,1.2,2.1,55,1,1.7,0.7,1,1.7,4.8,1,0,25,124.2,68,1.5,1.1,0.3,28,2.5,31.6,39.9,79.4,0.6,3.1,0.6,0,3.4,444.8,123.8,18.8,21.5,87.6,10.5,12.9,81,1.3,2.7,48,50.7,2.9,10.8,26.7,14,1.4,50.7,1.2,1.4,-0.2,5000000,5,7.017292580276733,-2.0172925802767327,11.899999999999999,4.9,111,1.7999999999999998,1.578167668251438,-0.5742508288535739,0.007404258467501333,-0.8724014057801915,0.9427942794279428,0.29812981298129815,0.5236523652365237,0.17491749174917492
Alberto Grassi,2022-2023,27,Empoli,it Serie A,it ITA,0.1,25,1194,13.3,14,11,2,0,0,0,0,0,0,0,0.1,1.3,1.2,6.9,1194,0,0,0,0,2,1.6,1,1,0,1.1,1.8,62.5,0.7,1.7,0.9,0.8,2,4,3.4,0,22.8,100.3,35.7,0.4,0.5,0.1,30,0.8,34.1,42.1,81,0.5,2,0.4,0,3.8,521.5,154.9,19.2,21.8,88.2,11,13.6,80.7,2.3,4,58.5,55.3,6,19.7,30.2,6,1,55.3,1.1,1.7,-0.5,2000000,2,-3.4709495964630035,5.4709495964630035,10.9,4.2,115.1,1.6,1.1582949697048333,-0.8894578757986206,0.21203602396562876,-1.1144396006765247,0.8745874587458746,0.1848184818481848,0.6116611661166117,0.09020902090209021
Albin Ekdal,2022-2023,33,Spezia,it Serie A,se SWE,-0.8,31,1734,19.3,18,13,1,0,0.1,0.1,0,0,0,0,0.1,0.7,1.5,6.5,1734,0,0,0,0,1.9,1,0.7,1,0.2,1,2.3,42.2,1.3,1.2,0.1,1.1,1.3,3.3,1.9,0,25.7,123.6,48.2,0.8,1.2,0.1,29.4,1.8,31.5,40.6,77.5,0.5,3.2,0.9,0.1,4.2,461.3,163.5,17.3,20.8,83.3,11.1,13.5,82.3,1.4,3.1,45,51.9,2.5,13.3,28.6,10.8,1.8,51.9,1.3,1.5,-0.1,800000,0.8,-3.419857942284291,4.219857942284291,9.8,5,109,1.8,0.6964350013035675,-0.5292212507185674,-0.0924161149462195,-0.8724014057801912,0.7436743674367436,0.31353135313531355,0.47964796479647964,0.19031903190319033
Alejandro Garnacho,2022-2023,18,Manchester Utd,eng Premier League,ar ARG,0.5,19,569,6.3,5,14,9,0.5,0.3,0.8,0.5,0,0,0,0.3,2.5,2.1,4.4,569,0.5,0,0,0,0.8,0.3,0.3,0,0.5,0.2,1.7,9.1,1.6,0.8,0,0.8,0.8,1.6,0.5,0,34.8,263.5,141.7,5.2,4.3,4.4,37.2,13.4,23.7,29.6,80.2,0.5,0.3,0.3,0,1.9,285,36.9,17.9,20.7,86.3,4.3,4.7,90,0.6,0.8,80,48.2,0.5,4.6,13.3,31,9.3,48.2,2.7,1.3,1.4,5000000,5,29.730117173135493,-24.730117173135493,6,7.1,103.9,3.2,-0.8990812531735335,0.4163998901165723,-0.34695806715120736,0.821865958494144,0.1859185918591859,0.6831683168316832,0.37623762376237624,0.8030803080308031
Alexis Beka Beka,2022-2023,21,Nice,fr Ligue 1,fr FRA,-0.7,14,545,6.1,7,7,19,0,0,0,0,0,0,0,0.2,0.8,1.5,7.3,545,0,0,0,0,2.6,0.8,1,1.5,0.2,0.7,2.5,26.7,1.8,1.5,0.2,1.3,2,4.6,1,0,48.7,315.6,142.7,2.1,2,0.5,43.3,3.8,39,50,77.9,0.5,3.1,0.3,0.2,4.1,655.8,159.7,20.3,23.9,84.8,13.5,17,79.6,4,6.9,57.1,63.9,2.3,13.5,36.2,15.4,0.8,63.9,1.2,1.4,-0.2,6000000,6,1.4424403479723882,4.557559652027612,11.899999999999999,6.199999999999999,116.9,1.7,1.578167668251438,0.011133686901512197,0.3018743600379781,-0.9934205032283581,0.9427942794279428,0.5269526952695269,0.6446644664466447,0.1276127612761276
Anthony Losilla,2022-2023,36,Bochum,de Bundesliga,fr FRA,-0.8,31,2720,30.2,31,0,0,0.1,0.1,0.1,0.1,0,0,0,0,1.3,2.1,6.7,2720,0.1,0,0,0,2.5,1.6,1.1,1.1,0.3,1.3,2.5,49.4,1.3,1.3,0.4,0.9,1.2,3.7,2.2,0,13.6,56.7,21.3,0.4,0.5,0,18.2,1.4,21.5,31.8,67.6,0.5,2.1,0.3,0.1,3.1,358.2,125.5,10.3,13.7,75.3,8.8,12.4,70.7,1.7,3.6,47.3,42.6,3,12.1,23.3,7.7,1.3,42.6,1.2,2,-0.8,500000,0.5,-1.5553411091168279,2.055341109116828,10.4,3.5,89.1,1.7,0.9483586204315306,-1.2046649227436674,-1.0856288304127422,-0.9934205032283581,0.8327832783278328,0.0924092409240924,0.1353135313531353,0.1276127612761276
Antonio Sánchez,2022-2023,25,Mallorca,es La Liga,es ESP,-1,32,1076,12,11,21,5,0,0,0,0,0,0,0,0.1,0.6,1.6,8,1076,0,0.1,0.1,0,1.6,0.7,1.1,0.3,0.2,0.8,2.8,29.4,2,1.5,0,1.5,1.8,3.4,1.2,0.1,29.2,182.7,71.1,1.8,1.6,0.2,28.6,4.7,26.1,37.4,69.8,0.5,2,0.5,0.3,2.8,451.8,109.9,12.2,14.7,83,10.2,13,78.2,2.8,5.8,47.8,50.4,1.5,12.5,23.3,15.6,1.3,50.4,1,1.2,-0.2,50000,0.05,0.028418072617543366,0.021581927382456637,11.4,4.6,95.9,1.5,1.368231318978136,-0.7093395632585943,-0.7462395608060907,-1.2354586981246916,0.9064906490649065,0.24422442244224424,0.23322332233223322,0.05500550055005501
Batista Mendy,2022-2023,22,Angers,fr Ligue 1,fr FRA,-1.4,35,2859,31.8,35,0,0,0,0,0,0,0,0,0,0,0.8,2.2,6.1,2859,0,0,0,0,2.2,0.9,1.1,0.9,0.3,1.2,1.7,69.8,0.5,1.2,0.2,1,0.7,2.9,0.9,0.1,41.7,225.4,100.6,0.8,1.3,0.1,37.8,1.5,38.8,45.1,86.2,0.5,5,0.7,0.1,6.1,702.7,224.9,14.8,16.7,88.5,19.1,21.1,90.7,3.5,5.1,69.6,53.5,2.2,13,32.5,8.7,0.5,53.5,1,1.6,-0.6,3000000,3,9.410859281694202,-6.4108592816942025,9,6.8999999999999995,125,1.5,0.36053684246628287,0.32634073384655893,0.7061468723635472,-1.2354586981246916,0.6380638063806381,0.6556655665566556,0.7612761276127613,0.05500550055005501
Bryan Cristante,2022-2023,27,Roma,it Serie A,it ITA,0.3,36,2938,32.6,34,2,0,0,0,0.1,0,0,0,0,0.1,1.1,0.8,6.4,2938,0.1,0,0,0,3.5,1.9,1.7,1.5,0.3,1.7,2.8,61.1,1.1,1.2,0.3,0.9,0.6,4,1.6,0,32,141.1,63.2,0.5,0.4,0.1,39.5,0.8,42.3,51.4,82.3,0.5,4.8,0.5,0.1,4.3,794.1,252,17.5,19.8,88.3,18.1,20.4,88.6,5.6,9.1,61.5,61.1,3,17.1,38.5,6,1.2,61.1,1.4,0.8,0.6,20000000,20,15.429923779585193,4.570076220414807,10.4,4.8,124.6,1.9,0.9483586204315306,-0.6192804069885808,0.6861827976808027,-0.7513823083320246,0.8327832783278328,0.2816281628162816,0.7568756875687569,0.2222222222222222
Carlos Clerc,2022-2023,30,Elche,es La Liga,es ESP,-0.9,32,2639,29.3,31,1,5,0,0,0,0,0,0,0,0,0.8,1.7,5.1,2639,0.1,0,0,0,2.6,1.7,1.9,0.5,0.1,1.1,1.7,62,0.6,1,0.2,0.8,1,3.5,3.2,0,30.1,160.1,75.2,1.7,1.4,0.1,32.4,3.1,35.5,47.6,74.4,0.5,2.7,0.6,0.3,3.6,549.1,227.1,19.2,21.8,88.2,13.4,16.9,79.2,2.1,6.1,35.2,58.5,4.5,20.3,26,12.6,0.9,58.5,1,1.7,-0.7,2000000,2,4.328853152972094,-2.328853152972094,8.6,5.3,109.9,1.5,0.19258776304764055,-0.3941325163135475,-0.04749694691004484,-1.2354586981246916,0.5665566556655666,0.3718371837183718,0.5005500550055005,0.05500550055005501
Charles Aránguiz,2022-2023,33,Leverkusen,de Bundesliga,cl CHI,-0.5,10,493,5.5,4,6,0,0.2,0,0.2,0.2,0,0,0,0.1,1.3,1.8,6,493,0,0,0,0,3.1,1.3,1.3,1.8,0,2.2,3.7,60,1.5,0.7,0,0.7,1.3,4.4,0.7,0,31.4,124.3,50.8,0.5,0.5,0,44.5,1.3,45.3,56.8,79.7,0.5,3.8,0.5,0,5.8,676.6,221.1,24.8,28.1,88.3,15.3,17.5,87.5,2.7,7.1,38.5,67.2,1.6,15.3,41.1,11.1,1.5,67.2,1.4,1.6,-0.2,3500000,3.5,4.158547938716216,-0.6585479387162163,10.4,6.3,125,1.9,0.9483586204315306,0.0561632650365191,0.7061468723635472,-0.7513823083320246,0.8327832783278328,0.5467546754675467,0.7612761276127613,0.2222222222222222
Christian Gytkjær,2022-2023,32,Monza,it Serie A,dk DEN,0.3,22,559,6.2,3,19,16,0.2,0,0.2,0.2,0,0.2,0.2,0.2,1.4,1.1,1.4,559,1.6,0,0.2,0,1,0.3,0.2,0.6,0.2,0.3,0.8,40,0.5,1,0.2,0.8,0,1,0.3,0,13.5,44.1,8.5,0.2,0.3,0.3,19.2,5.2,11.1,16.4,67.6,0.5,0.5,0.3,0,1,144.1,25,6.6,9.2,71.9,2.9,4.2,69.2,0.5,0.5,100,25.9,0.8,1.3,12.9,11.8,4.3,25.8,1.8,1.3,0.5,1300000,1.3,-5.047070141880619,6.347070141880619,2.4,1.2,78.69999999999999,2.3,-2.410622967941313,-2.2403452198488205,-1.6046947721640907,-0.26730591853935753,0.0044004400440044,0,0.041804180418041806,0.4158415841584158
Daniel Kyereh,2022-2023,26,Freiburg,de Bundesliga,gh GHA,-0.6,12,559,6.2,7,5,2,0.3,0,0.3,0.3,0,0,0,0.3,1.1,1.8,4,559,0.5,0,0,0,1,0.6,0.3,0.6,0,0.5,1,50,0.5,0.6,0,0.6,0.3,1.3,1,0,23.7,103.4,29.5,0.8,1,0.2,28.7,3.9,22.4,29.3,76.4,0.5,0.5,0.5,0.2,1.8,265.5,45.9,15.6,19,82.2,4.2,5.6,74.3,0.6,1.3,50,42.2,1.3,5.8,18.2,18.7,2.6,42.2,1.5,1.2,0.2,8000000,8,-0.2850779764539597,8.285077976453959,5.3,2.6,98.80000000000001,2,-1.1929921421561573,-1.6099311259587272,-0.6015000193561952,-0.6303632108838577,0.12321232123212321,0.026402640264026403,0.2893289328932893,0.2684268426842684
Dennis Appiah,2022-2023,30,Nantes,fr Ligue 1,fr FRA,-0.9,15,795,8.8,9,6,0,0,0,0,0,0,0,0,0.1,0.9,1.8,5.7,795,0.1,0,0.1,0,2.4,1.2,1.6,0.8,0,1.1,3.1,37,1.9,1.5,0.6,0.9,1.1,3.5,1.8,0,42.1,248.3,132.8,1.7,1.5,0,38.4,5.8,38.4,53,72.4,0.5,3.4,0.8,0.5,4.4,632.8,248.6,17.2,21.6,79.6,17.4,23.1,75.5,2.5,6,41.5,62.7,4.2,17.9,33.1,12.8,0.5,62.7,1.1,1.4,-0.3,1500000,1.5,-5.331005773169274,6.831005773169274,9.2,6.1000000000000005,110.80000000000001,1.6,0.44451138217560365,-0.0338958912334939,-0.002577778873870183,-1.1144396006765247,0.6644664466446645,0.5247524752475248,0.5203520352035204,0.09020902090209021
Fernando,2022-2023,35,Sevilla,es La Liga,br BRA,0.4,22,1577,17.5,19,3,2,0,0.1,0.1,0,0,0,0,0.1,1.6,1.2,5.6,1577,0,0,0,0.1,1.9,1.3,0.8,1,0.2,1,1.7,60,0.7,1.2,0.6,0.6,1.4,3.3,1.7,0,33.3,139.3,59.9,0.3,1,0,37.4,0.7,43.8,49.8,88,0.5,3,0.2,0,3.8,789.6,200.5,18.8,20.8,90.4,20.1,21.5,93.6,4.2,5.8,71.6,58.5,4.7,21.1,30.4,7.5,0.3,58.5,1.2,1.2,-0.1,275000,0.275,2.0862559454629426,-1.8112559454629427,8.899999999999999,4.1,131.8,1.7,0.31854957261162176,-0.9344874539336275,1.0455361419701985,-0.9934205032283581,0.6138613861386139,0.1639163916391639,0.8514851485148515,0.1276127612761276
Florian Niederlechner,2022-2023,31,Augsburg,de Bundesliga,de GER,0,14,910,10.1,10,4,1,0.4,0.1,0.5,0.4,0,0,0,0.1,1.5,1.5,2.8,910,0.8,0,0,0,1,0.5,0.5,0.4,0.1,0.4,0.7,57.1,0.3,1.6,0.2,1.4,0.1,1.1,0.9,0,14,48.2,17.3,0.1,0.5,0.1,18.7,5,11.7,19.8,59,0.5,1.3,0.6,0,1.8,181.3,41.2,5.6,8.8,64,4.6,6.6,70.1,0.5,1.6,31.3,32.8,1.3,4,14.1,14.9,3.9,32.8,1.3,1.6,-0.3,2200000,2.2,-2.670028659485475,4.870028659485476,3.9,1.9000000000000001,70.7,1.8,-1.7808139201214048,-1.9251381729037738,-2.0039762658189733,-0.8724014057801912,0.036303630363036306,0.006600660066006601,0.009900990099009901,0.19031903190319033
Grischa Prömel,2022-2023,27,Hoffenheim,de Bundesliga,de GER,0.4,18,1454,16.2,17,1,0,0.1,0.1,0.1,0.1,0,0,0,0.1,1.6,1.2,5.1,1454,0.1,0,0,0,1.7,1.2,0.9,0.7,0.1,0.6,1.5,36,1,1.4,0.2,1.1,0.5,2.2,1.4,0,20.4,97.1,41.7,1.2,0.7,0.4,24.9,2.8,22.5,29.3,76.7,0.5,1.8,0.3,0.1,2.4,352,85.3,12.4,15,83.1,7.9,9.5,83.1,1.5,2.8,55.6,40.4,2.2,9.8,20.2,10.5,2.4,40.4,1.6,1.5,0.2,7500000,7.5,5.0080329685421745,2.4919670314578255,7.3,3.5999999999999996,99.2,2.1,-0.35324674506294645,-1.159635344608661,-0.5815359446734515,-0.5093441134356907,0.3465346534653465,0.10561056105610561,0.29372937293729373,0.3355335533553355
Iglesias,2022-2023,24,Getafe,es La Liga,es ESP,-0.6,32,2146,23.8,21,11,3,0,0,0,0,0,0,0,0,0.8,1.3,5.3,2146,0.1,0,0,0,2.6,1.5,1.7,0.8,0.1,1.4,2.7,50.8,1.3,1.7,0.2,1.5,0.9,3.4,3.8,0,21.3,116.6,57.2,1.6,1.4,0.3,22.2,4.2,23.4,39.9,58.6,0.5,1.7,1,0.6,2.1,424.8,189.7,10.4,13,80,9.5,14.9,63.8,2.9,9.4,31.1,52.8,3.3,16,22.9,14.6,1,52.8,0.8,1.2,-0.4,3500000,3.5,9.798964951672158,-6.298964951672158,8.7,3.7,82,1.3,0.23457503290230095,-1.114605766473654,-1.439991156031451,-1.4774968930210253,0.5852585258525853,0.11551155115511551,0.0671067106710671,0.025302530253025302
Ilia Gruev,2022-2023,22,Werder Bremen,de Bundesliga,bg BUL,-0.7,31,1584,17.6,18,13,2,0,0,0,0,0,0,0,0.1,1.4,2.1,6.6,1584,0,0,0,0,2.5,1.5,0.9,1.4,0.2,1,1.8,58.1,0.7,1.3,0.3,1,1.2,3.7,1.2,0.1,27.7,136.2,66.9,1.5,1,0,31.2,0.7,38.2,44.3,86.3,0.5,3,0.5,0.1,3.5,644.3,176.8,17.3,19.2,90.2,17,18.6,91.5,3.1,4.6,66.7,54.3,2.3,14,35,6,0.3,54.3,1.2,1.9,-0.7,3000000,3,4.625624473263052,-1.625624473263052,10.3,5,124.5,1.7,0.9063713505768702,-0.5292212507185674,0.681191779010117,-0.9934205032283581,0.8074807480748075,0.31353135313531355,0.7557755775577558,0.1276127612761276
