Player,Season,Age,Team,Comp,Nation,(+/-) / 90,MP,Min,90s played,Starts,Subs,unSub,Gls,Ast,G+A,G-PK,PK,Pkatt,PKm,PPM,onG,onGA,Recov/90,Min.y,Off,PKwon,PKcon,OG,Tkl/90,Tkl Won,Tkls in Def 3rd,Tkls in Mid 3rd,Tkls in Att 3rd,Tkl,Tkl Att,Tkl%,Lost,Blocks,Shots Blocked,Pass Blocked,Int,Tkl+Int,Clearances,Errors leading to shoot,Carries/90,TotDist Carried,PrgDist Carried,PrgC,Carries into final third,Carreis into 18yd,Succesful Received Passes,Progressive Passes Received,PassesCmp/90,Passes Attempted,Passes Cmp%,Key Passes,Key Passes Close to Goal,Passes into 18yd,CrsPA,Prg Passes,TotDist Passed,PrgDist Passed,Short Passes Cmp,Short Passes Att,Short Passes Cmp%,Medium Passes Cmp,Medium Passes Att,Medium Passes Cmp%,Long Passes Cmp,Long Passes Att,Long Passes Cmp%,Touches/90,Touches in Def Pen,Touches in Def 3rd,Touches in Mid 3rd,Touches Att 3rd,Touches in Att Pen,Live ball Touches,xG when on/90,xGA when on,xG+/-,MarketValue_2022,MarketValue in Millions,predicted_value,Residual,Def_score_raw,Prog_score_raw,Onball_score_raw,Creat_score_raw,Def_score,Prog_score,Onball_score,Creat_score,Def_pct,Prog_pct,Onball_pct,Creat_pct
Youssef Maleh,2022-2023,23,2 Teams,it Serie A,ma MAR,-1,24,971,10.8,11,13,10,0,0.1,0.1,0,0,0,0,0.2,0.8,1.9,6.5,971,0.3,0,0,0,1.9,0.8,0.3,0.9,0.6,0.6,1.7,33.3,1.1,2.3,0.1,2.2,0.6,2.4,1.2,0,21.9,81.8,38,1.1,1,0.4,24.4,3.3,22.3,29.8,74.8,1.1,2.2,0.7,0.3,2.8,340.2,87.3,12.6,15.4,81.9,7.8,10.3,75.7,1.3,2.5,51.9,41.3,1.4,8.3,20.1,13,2.4,41.3,1.2,1.3,-0.1,4500000,4.5,9.865417157364657,-5.365417157364657,8.9,3.9,97.1,2.3,0.3185495726116225,-1.0245466102036407,-0.6863473367578588,-0.26730591853935753,0.6160616061606161,0.1331133113311331,0.2563256325632563,0.4158415841584158
Adrien Rabiot,2022-2023,27,Juventus,it Serie A,fr FRA,0.7,32,2748,30.5,31,1,0,0.3,0.1,0.4,0.3,0,0,0,0.1,1.5,0.9,5.9,2748,0.1,0,0,0,2.1,1.1,1,0.8,0.4,1,1.9,52.6,0.9,1.2,0.2,1,0.9,3,1.4,0,29.1,197,100.5,2.4,2.3,0.2,33.1,3.6,31.8,39,81.5,1,3.2,0.8,0.1,4.4,508,140.1,16.8,19.2,87.5,11.1,13.5,82.3,2.7,3.8,70.9,50.9,2.2,10.5,26.2,15,2.7,50.9,1.5,1,0.5,25000000,25,26.645799046388497,-1.6457990463884968,8.9,6.800000000000001,113.3,2.5,0.3185495726116225,0.2813111557115528,0.12219768789328016,-0.025267723643023744,0.6160616061606161,0.6468646864686468,0.5698569856985699,0.5104510451045104
Alexis Claude-Maurice,2022-2023,24,Lens,fr Ligue 1,fr FRA,1,20,604,6.7,5,15,6,0.7,0.4,1.2,0.7,0,0,0,0.4,1.9,0.9,3.7,604,0,0,0,0,2.1,1.3,0.7,1.2,0.1,0.9,2.4,37.5,1.5,0.9,0,0.9,0.3,2.4,0.1,0,38.6,228.4,86.4,1.6,0.9,1,39.2,6.4,30,35.8,83.8,1,2.4,1,0,3.7,403.5,80.6,18.2,20.3,89.7,9.2,10.9,84.9,0.7,1.5,50,49.5,1,6.6,25,18.5,4,49.5,1.8,1.1,0.7,5000000,5,2.622273483535002,2.377726516464998,6.1,5.300000000000001,113.8,2.8,-0.8570939833188731,-0.3941325163135471,0.14715278124671036,0.3377895687014764,0.19691969196919692,0.39163916391639164,0.583058305830583,0.6567656765676567
Andre-Frank Zambo Anguissa,2022-2023,26,Napoli,it Serie A,cm CMR,1.3,36,3050,33.9,36,0,0,0.1,0.1,0.2,0.1,0,0,0,0.1,2,0.8,6.7,3050,0.1,0,0,0,1.6,0.9,0.5,0.9,0.2,0.5,1.9,25,1.4,1.5,0.1,1.4,1.4,3,0.7,0,51.5,225.7,89.9,1.7,1.7,0.3,62.2,4.1,58.7,66.7,87.9,1,5.5,0.7,0,5.3,833.4,195.8,34,36.8,92.4,19.1,21.5,88.6,2.7,3.9,67.7,78.1,1.4,12,44.8,22.4,2.6,78.1,1.7,0.8,0.8,38000000,38,34.505715795201844,3.4942842047981557,9.7,7,146.60000000000002,2.7,0.6544477314489063,0.3713703119815658,1.7842069052317333,0.21677047125331006,0.7271727172717272,0.6644664466446645,0.9548954895489549,0.6072607260726073
Arne Maier,2022-2023,23,Augsburg,de Bundesliga,de GER,-1,30,1960,21.8,24,6,3,0.2,0,0.3,0.2,0,0,0,0,1.1,2,5.4,1960,0.1,0,0,0,1.4,1,0.8,0.5,0.1,0.5,0.8,55.6,0.4,1,0,1,0.7,2.1,1,0,19.2,105.9,46.8,1.5,0.7,0.7,22.2,3.5,19.3,30.2,64,1,1.9,0.7,0,3,330.8,107.3,9,12.1,74.2,7.4,10.2,72.2,2.1,4.7,44.1,39.6,1.1,7.7,17.4,14.7,1.7,39.6,0.8,1.7,-0.9,5500000,5.5,9.54496248880947,-4.044962488809469,7.5,4.5,83.3,1.8,-0.2692722053536253,-0.7543691413936007,-1.3751079133125323,-0.8724014057801912,0.3773377337733773,0.22772277227722773,0.0737073707370737,0.19031903190319033
Carles Pérez,2022-2023,24,Celta Vigo,es La Liga,es ESP,0,35,2144,23.8,23,12,1,0.1,0.2,0.3,0.1,0,0,0,0,1.1,1.1,4.6,2144,0.4,0,0,0,1.6,1,0.5,0.7,0.4,0.9,2.8,33.3,1.8,1.2,0.1,1.1,0.3,1.9,0.4,0,28.3,236.6,122.7,3.9,3.2,1.7,30.3,7.8,23.7,28.9,81.9,1,1.4,0.8,0.1,2.8,371.5,72.8,12.2,13.9,88.2,9.2,10.9,84.2,1.5,2.6,59,42.1,0.6,4.3,15.4,23.4,3,42.1,1.1,1.2,-0.1,4000000,4,9.770288002210446,-5.770288002210446,6.5,6.699999999999999,105.60000000000001,2.1,-0.6891449039002308,0.2362815775765455,-0.2621107497495445,-0.5093441134356907,0.24752475247524752,0.6215621562156216,0.41804180418041803,0.3355335533553355
Chidera Ejuke,2022-2023,24,Hertha BSC,de Bundesliga,ng NGA,-0.3,20,890,9.9,9,11,0,0,0.3,0.3,0,0,0,0,0.1,0.9,1.2,6.7,890,0.1,0,0,0,0.5,0.4,0.1,0.4,0,0.1,0.5,20,0.4,0.4,0,0.4,0.4,0.9,0.1,0,30.6,256.1,112.6,3.8,2.1,1.8,31.1,6.8,23,29.5,77.7,1,2.8,1,0.1,3.9,347.1,78.2,12.8,15.4,83.6,6.7,8.3,80.5,2.3,3.1,74.2,43.9,0.2,3.4,22.9,19.8,3.2,43.9,1,1.4,-0.4,7500000,7.5,3.282676958908887,4.217323041091113,7.6000000000000005,7.699999999999999,100.7,2,-0.22728493549896453,0.6865773589266121,-0.5066706646131608,-0.6303632108838577,0.40154015401540155,0.7634763476347635,0.3124312431243124,0.2684268426842684
Declan Rice,2022-2023,23,West Ham,eng Premier League,eng ENG,-0.2,37,3273,36.4,36,1,0,0.1,0,0.1,0.1,0,0,0,0,1.2,1.4,9.2,3273,0,0,0,0,2.2,1,1.2,0.9,0.1,0.9,1.4,62,0.5,1.2,0.4,0.8,1.7,3.9,1.6,0,40,252.2,135.2,2.4,2.1,0.2,45.2,1,50.8,58.7,86.5,1,6.4,0.4,0.1,6.6,925.4,260,23.4,26,90,20.2,21.7,93.2,6.1,8.9,68.8,68.1,3.4,18.4,39,11.9,0.7,68,1.3,1.3,0,80000000,80,41.51560186266924,38.48439813733076,13.1,9,137.3,2.3,2.082014906507365,1.271961874681699,1.320042168857931,-0.26730591853935753,0.9856985698569857,0.8965896589658966,0.900990099009901,0.4158415841584158
Demba Seck,2022-2023,21,Torino,it Serie A,sn SEN,-0.5,19,519,5.8,6,13,17,0,0,0,0,0,0,0,0.2,0.3,0.9,4,519,1,0,0,0,0.9,0.3,0.5,0.3,0,0.3,0.5,66.7,0.2,0.5,0.2,0.3,0.2,1,0.2,0,28.4,241.9,130.4,5,3.3,2.1,32.1,7.3,22,28.8,76.5,1,1.4,0.9,0,2.9,302.8,61.4,13.7,15.3,89.8,7.1,9,78.8,0.5,1,50,41.3,0.3,3.8,18.6,20.3,4.7,41.3,0.9,1.1,-0.2,3000000,3,2.8723053890029506,0.12769461099704937,5,7.9,98.5,1.9,-1.318953951720139,0.7766365151966259,-0.6164730753682539,-0.7513823083320246,0.09900990099009901,0.7887788778877888,0.2838283828382838,0.2222222222222222
Dion Lopy,2022-2023,20,Reims,fr Ligue 1,sn SEN,-0.1,29,1379,15.3,16,13,3,0,0.1,0.1,0,0,0,0,0.1,1,1,8.4,1379,0,0.1,0,0,2.9,1.6,1.4,1,0.5,1.5,4,37.1,2.5,1.8,0.2,1.6,1.4,4.4,1.2,0,45.4,276.6,112.1,1.1,1.4,0.1,39.9,2.5,40.9,48.4,84.6,1,5.4,0.3,0,6.6,792.4,203.4,14.9,17.9,83.6,18.2,20.8,87.7,6.3,7.7,82.2,61,2.7,13.6,34.8,13.8,0.8,61,1.5,1.2,0.3,3000000,3,1.9095299072159886,1.0904700927840114,12.8,7.699999999999999,125.5,2.5,1.9560530969433838,0.6865773589266121,0.7311019657169774,-0.025267723643023744,0.977997799779978,0.7634763476347635,0.7711771177117712,0.5104510451045104
Facundo Buonanotte,2022-2023,17,Brighton,eng Premier League,ar ARG,-0.2,13,565,6.3,6,7,6,0.2,0.2,0.3,0.2,0,0,0,0.2,1.8,1.9,4,565,0.5,0,0,0,0.3,0.2,0.2,0.2,0,0.2,3.5,4.5,3.3,0.8,0.3,0.5,0.6,1,0.5,0,29,162.2,67.5,1.4,0.8,0.3,32.2,6.7,25,30.9,80.9,1,1.4,1.6,0.3,2.1,383.4,83.6,16.1,18.2,88.6,5.7,7.3,78.3,2.7,3.3,81,41.1,1.3,5.3,18.2,18.3,3,41.1,1.8,1.9,0,9000000,9,14.44444128354974,-5.4444412835497396,5,3.5,105.9,2.8,-1.318953951720139,-1.2046649227436674,-0.2471376937374865,0.3377895687014764,0.09900990099009901,0.0924092409240924,0.42244224422442245,0.6567656765676567
Felix Nmecha,2022-2023,21,Wolfsburg,de Bundesliga,de GER,0.4,30,1836,20.4,19,11,1,0.1,0.2,0.4,0.1,0,0,0,0.1,1.7,1.2,5.7,1836,0,0,0,0,2,1.2,0.5,1.1,0.3,0.8,1.7,47.1,0.9,1.3,0.5,0.8,1.2,3.2,1.5,0,26.5,115.5,60.5,1.1,1.1,0.1,30.1,2.6,26.2,34.6,75.6,1,3.4,0.5,0,4.2,442.4,130.5,12.2,15.2,80.1,10.7,12.9,82.6,2.5,4,61,47.4,1.9,9,26.3,12.6,2,47.4,1.5,1.6,-0.1,3000000,3,11.73327756183187,-8.73327756183187,8.9,5.300000000000001,101.8,2.5,0.3185495726116225,-0.3941325163135471,-0.4517694592356147,-0.025267723643023744,0.6160616061606161,0.39163916391639164,0.33773377337733773,0.5104510451045104
Florian Neuhaus,2022-2023,25,Gladbach,de Bundesliga,de GER,-0.1,23,1405,15.6,16,7,2,0.1,0,0.1,0.1,0,0,0,0.1,1.2,1.3,4.9,1405,0.1,0,0.1,0,1.2,0.6,0.6,0.3,0.3,0.5,1.7,29.6,1.2,1.3,0.2,1.1,0.8,2,0.3,0,31.3,139.9,79.3,1.7,1.7,0.3,38.2,3.6,32.7,41.3,79.2,1,3.5,1,0.1,5,504.3,162.7,18.1,20.4,88.7,11.7,14.1,83.2,1.9,3.4,56.6,51.5,1.4,8.5,28.7,14.9,2.6,51.5,1.6,1.4,0.2,20000000,20,7.81512298442305,12.18487701557695,6.9,6.7,111.9,2.6,-0.5211958244815884,0.2362815775765459,0.052323426503675996,0.09575137380514315,0.2992299229922992,0.6292629262926293,0.5445544554455446,0.5731573157315731
Gaetano Castrovilli,2022-2023,25,Fiorentina,it Serie A,it ITA,1.1,15,718,8,7,8,5,0.3,0.1,0.4,0.3,0,0,0,0.2,2.1,1,4.5,718,0.1,0,0,0,1.3,1,0.1,0.9,0.3,0.3,1.1,22.2,0.9,0.6,0.1,0.5,1,2.3,0.6,0,22.1,127.7,58.5,1.5,1.6,0,25.1,2,23.6,30.2,78,1,1.3,0.5,0.1,1.8,360.5,70.1,12.9,14.5,88.8,7.3,8.6,84.1,2.1,4.8,44.7,40.6,1.9,7,18.6,15.9,2.8,40.6,1.7,1,0.7,10000000,10,9.178643101773723,0.8213568982262771,6.8,3.3,101.6,2.7,-0.5631830943362491,-1.2947240790136807,-0.4617514965769869,0.21677047125331006,0.28052805280528054,0.0737073707370737,0.3333333333333333,0.6072607260726073
Gerrit Holtmann,2022-2023,27,Bochum,de Bundesliga,ph PHI,-1.5,23,945,10.5,8,15,6,0.1,0.1,0.2,0.1,0,0,0,0.1,0.9,2.4,5.4,945,0.3,0,0,0,1.3,0.7,0.6,0.7,0.1,1.1,2,57.1,0.9,1.4,0.1,1.3,0.2,1.5,0.4,0,21.9,181,83,3.5,2.1,0.8,25.9,7.9,14.8,25.7,57.4,1,0.5,0.8,0.4,0.8,191.1,49.4,9.9,12.6,78.8,3.3,6.3,53,0.7,2.5,26.9,40.4,0.2,4.2,13.9,23,3.6,40.4,1,2.4,-1.3,4500000,4.5,-2.324757855726908,6.824757855726908,6.9,4.3,72.2,2,-0.5211958244815884,-0.8444282976636142,-1.9291109857586828,-0.6303632108838577,0.2992299229922992,0.19801980198019803,0.015401540154015401,0.2684268426842684
Houssem Aouar,2022-2023,24,Lyon,fr Ligue 1,dz ALG,0.3,16,526,5.8,6,10,10,0.2,0.2,0.3,0.2,0,0,0,0.3,1.4,1,6,526,0,0,0,0,2.1,0.9,0.9,0.9,0.3,0.5,1.5,33.3,1,2.1,0.3,1.7,1.4,3.4,0.5,0,62.5,316.2,126.4,2.1,3.3,0.7,59.7,6.2,51.2,63.3,80.8,1,6.3,0.7,0,6.3,801.1,186.3,27.4,30.6,89.4,17.3,21.7,79.5,4.1,6.2,66.7,78.9,1,8.7,47.7,22.9,4.8,78.9,1.3,1.3,0.1,20000000,20,7.485486103775028,12.514513896224972,9.4,8.4,132,2.3,0.5284859218849252,1.0017844058716592,1.0555181793115702,-0.26730591853935753,0.6886688668866887,0.845984598459846,0.8525852585258525,0.4158415841584158
Irvin Cardona,2022-2023,24,2 Teams,2 Comps,mt MLT,-1.6,20,551,6.1,1,19,6,0.2,0,0.2,0.2,0,0,0,0.2,1.1,2.8,2.6,551,1,0.2,0,0,0.5,0.2,0.3,0.2,0,0.2,1.3,12.5,1.1,1,0,1,1,1.5,1.6,0,20.3,106,51.3,2,1.1,0.5,21.2,5.1,11.4,21.6,53,1,1,0.2,0,1.1,150.3,30.5,7,10.5,67.2,2.9,6.2,47.4,0.5,2.3,21.4,33.5,1.5,3.8,13.2,16.5,4.6,33.5,1.2,2.3,-1.1,2500000,2.5,9.570833471900048,-7.070833471900048,4.1,3.1,64.4,2.2,-1.696839380412084,-1.384783235283694,-2.318410442072194,-0.3883250159875239,0.047304730473047306,0.061606160616061605,0.0011001100110011,0.3718371837183718
Iván Martín,2022-2023,23,Girona,es La Liga,es ESP,0.1,24,1586,17.6,18,6,7,0.2,0.2,0.3,0.2,0,0,0,0.1,1.5,1.4,4.6,1586,0.2,0.1,0,0,0.5,0.4,0.2,0.2,0.1,0.5,1.3,34.8,0.9,0.7,0,0.7,0.5,1,0.7,0,30.6,191.6,68.8,1.7,1.1,0.3,35.8,4.7,32.1,38.1,84.1,1,2.2,1,0.3,3.2,454.3,100.1,18.8,20.8,90.4,10.2,12,84.9,1.6,2.3,72.5,46.6,1.3,7.5,24.1,15.5,2,46.6,1.3,1.5,-0.2,100000,0.1,5.90418572704184,-5.80418572704184,5.6,4.9,116.19999999999999,2.3,-1.0670303325921757,-0.5742508288535739,0.26693722934317493,-0.26730591853935753,0.14521452145214522,0.29812981298129815,0.6336633663366337,0.4158415841584158
Jacopo Fazzini,2022-2023,19,Empoli,it Serie A,it ITA,-0.3,21,825,9.2,8,13,16,0,0,0,0,0,0,0,0.2,0.7,1,6,825,0,0,0,0,3.4,1.9,2.2,0.9,0.3,2,3.7,52.9,1.7,1.6,0.3,1.3,0.8,4.1,2.1,0,27.8,147.8,60.2,1.2,1.5,0,31.9,4.4,28,35.6,78.8,1,1.7,0.4,0.1,2.3,372,95.8,18.1,20.1,90.2,7.2,8.5,84.6,1.1,2.9,37,51.9,2.2,14.7,23.6,14.4,1.6,51.9,1.1,1.6,-0.4,800000,0.8,3.5632776070064267,-2.763277607006427,10.1,3.5,106.8,2.1,0.8223968108675487,-1.2046649227436674,-0.20221852570131257,-0.5093441134356907,0.7810781078107811,0.0924092409240924,0.43784378437843785,0.3355335533553355
Javi Puado,2022-2023,24,Espanyol,es La Liga,es ESP,-0.3,37,2340,26,25,12,0,0.3,0.1,0.3,0.3,0,0,0,0,1.4,1.7,5.2,2340,0.2,0,0,0,0.8,0.4,0.5,0.2,0.1,0.5,1.1,42.9,0.6,0.5,0.1,0.4,0.4,1.2,0.5,0,20.3,137,57.3,2.3,1.4,0.8,22.2,4.5,17.3,22.7,76.3,1,0.6,0.8,0.1,2.2,254.5,50.5,9.6,11.3,84.7,5.6,7.4,76,1,1.7,59.1,32.6,0.9,5.2,12.3,16,3.5,32.6,1.4,1.6,-0.3,7000000,7,9.427510827141614,-2.4275108271416137,6.4,4.5,93.6,2.4,-0.7311321737548911,-0.7543691413936007,-0.8610329902318702,-0.14628682109119065,0.23212321232123212,0.22772277227722773,0.19911991199119913,0.46314631463146316
Jesper Lindstrøm,2022-2023,22,Eint Frankfurt,de Bundesliga,dk DEN,0.3,27,1679,18.7,22,5,0,0.4,0.1,0.5,0.4,0,0,0,0.1,1.8,1.5,5,1679,0.2,0.1,0,0,1.4,0.6,0.8,0.4,0.2,0.4,1.2,31.8,0.8,1.3,0.2,1.2,0.5,1.9,0.5,0,23.6,158.2,79,3.5,2.2,2.1,27.2,7.3,17.4,27.6,63.2,1,1.1,0.8,0.1,1.8,230.2,62.5,11.1,15,74.6,4.4,6.9,64.3,0.8,2.1,35.9,42.4,0.6,5.7,16.9,20.5,5,42.4,1.4,1.4,-0.1,28000000,28,19.02081694027397,8.97918305972603,6.9,5.3,80.6,2.4,-0.5211958244815884,-0.3941325163135475,-1.5098654174210557,-0.14628682109119065,0.2992299229922992,0.3718371837183718,0.05500550055005501,0.46314631463146316
Johan Gastien,2022-2023,34,Clermont Foot,fr Ligue 1,fr FRA,0.1,31,2603,28.9,29,2,0,0.1,0.1,0.2,0.1,0,0,0,0.1,1.4,1.3,7.7,2603,0,0,0,0,2.1,1.2,1,0.8,0.3,1.3,3.8,34.2,2.5,1.3,0.2,1,1.2,3.4,0.9,0,62.2,290.6,120.7,0.4,1,0,56.9,0.9,60.3,72.7,82.9,1,6.7,1,0.2,7.6,1191,405.1,21.5,24.8,87,27.8,31.4,88.6,9.1,13.6,67.3,81.5,2.8,21.7,49.3,11.2,0.2,81.5,1.3,1.6,-0.2,800000,0.8,-0.4446281310667608,1.2446281310667608,11.1,8,143.2,2.3,1.242269509414154,0.8216660933316324,1.6145122704284063,-0.26730591853935753,0.8822882288228823,0.7997799779977998,0.9361936193619362,0.4158415841584158
Jon Moncayola,2022-2023,24,Osasuna,es La Liga,es ESP,-0.4,37,2448,27.2,25,12,0,0,0.1,0.1,0,0,0,0,0.1,0.9,1.3,6.8,2448,0.1,0,0,0,2,1.4,0.9,0.8,0.3,1.1,2.8,39.5,1.7,1.4,0.2,1.2,0.6,2.6,1.2,0.1,31.9,143.4,77.2,1.2,1.1,0,39,1.8,41.8,53.7,77.8,1,6.2,0.8,0.4,6.4,839.7,289.3,15.9,18,88.4,19,22.4,84.7,6.5,11.6,55.9,62.4,2.2,14.2,34.9,13.9,0.5,62.4,1.1,1.2,-0.2,12000000,12,9.407208173119283,2.592791826880717,9.4,7.6000000000000005,119.6,2.1,0.5284859218849252,0.641547780791606,0.4366318641465006,-0.5093441134356907,0.6886688668866887,0.7601760176017601,0.6908690869086909,0.3355335533553355
Jordan Ayew,2022-2023,30,Crystal Palace,eng Premier League,gh GHA,-0.3,38,2714,30.2,31,7,0,0.1,0.1,0.2,0.1,0,0,0,0,1.1,1.4,5.5,2714,0.1,0,0,0,2.2,1.4,0.8,0.7,0.8,0.7,1.8,39.6,1.1,1.2,0.1,1,0.5,2.7,1,0,26.6,172.3,78.7,2.8,1.7,1,30.9,5.8,22.4,29,77.3,1,1.1,0.6,0.2,2.1,288.8,56.6,14.4,16.4,87.7,6.4,8.2,78,0.5,1.3,37.5,44,1.5,6.4,20.3,18.6,3.2,44,1,1.3,-0.3,6000000,6,17.182229165089424,-11.182229165089424,8.2,4.9,99.69999999999999,2,0.02463868362899822,-0.5742508288535739,-0.556580851320022,-0.6303632108838577,0.5038503850385039,0.29812981298129815,0.30363036303630364,0.2684268426842684
Jordan Ferri,2022-2023,30,Montpellier,fr Ligue 1,fr FRA,0.1,34,2738,30.4,32,2,0,0,0.1,0.1,0,0,0,0,0,1.7,1.6,9.1,2738,0,0,0.1,0,1.8,1.2,1.1,0.6,0.1,1,2.9,33.7,1.9,0.7,0.2,0.5,0.9,2.7,0.7,0,58.7,300.5,137.2,1.2,1.5,0.1,52.9,1.4,55.7,65.4,85.2,1,5.1,0.9,0.2,6.9,1014.7,325.3,23.5,26.1,90.3,23.2,25.8,89.8,7,10.2,68.7,73.5,1.9,17.8,46.1,10.6,0.3,73.5,1.4,1.5,-0.1,5000000,5,3.8548270309812622,1.1451729690187378,11.8,8.1,140.9,2.4,1.5361803983967783,0.866695671466639,1.499718841002628,-0.14628682109119065,0.935093509350935,0.8107810781078107,0.9240924092409241,0.46314631463146316
Joris Chotard,2022-2023,20,Montpellier,fr Ligue 1,fr FRA,0.3,35,2461,27.3,26,9,2,0,0.2,0.2,0,0,0,0,0.1,1.9,1.6,6.9,2461,0.1,0,0,0,2.3,1.2,1.4,0.8,0.1,1.5,2.9,51.3,1.4,1.5,0.4,1.1,1.5,3.8,1.5,0,32.1,149.5,56.3,0.3,0.5,0.1,27.6,1,31.7,39.9,79.4,1,3.3,0.7,0.1,3.8,574.9,199.9,12.9,15.1,85.5,13.3,15.5,85.6,4,6.7,60.1,49,3.6,15,28,6.5,0.5,49,1.4,1.7,-0.2,9000000,9,12.669467440461574,-3.669467440461574,10.7,4.1,111.10000000000001,2.4,1.0743204299955118,-0.9344874539336275,0.012395277138187801,-0.14628682109119065,0.8602860286028603,0.1639163916391639,0.528052805280528,0.46314631463146316
João Félix,2022-2023,22,2 Teams,2 Comps,pt POR,-0.1,30,1591,17.7,18,12,2,0.5,0.2,0.6,0.5,0,0,0,0.2,1.2,1.3,2.3,1591,0.6,0,0,0,1.4,0.8,0.4,0.5,0.5,0.3,1,27.8,0.7,0.2,0,0.2,0.2,1.6,0.2,0.1,30.4,179.3,93.5,2.9,3.2,0.6,37.3,6.8,25.2,33,76.2,1,2.4,1.5,0.1,4.2,358.7,101.9,15.3,17.4,87.9,6.6,9.1,72,1.8,3.8,45.6,46.3,0.2,3,21.6,22.1,3.8,46.3,1.5,1.2,0.3,50000000,50,17.334372464273216,32.665627535726784,3.9,7.1,101.4,2.5,-1.7808139201214048,0.4163998901165723,-0.47173353391835837,-0.025267723643023744,0.036303630363036306,0.6831683168316832,0.32673267326732675,0.5104510451045104
Karol Linetty,2022-2023,27,Torino,it Serie A,pl POL,-0.2,32,1886,21,22,10,5,0,0,0,0,0,0,0,0.1,1,1.2,6.2,1886,0.2,0,0,0,1.5,0.8,0.3,1,0.1,0.6,1.2,52,0.6,1.3,0.4,1,0.9,2.4,1.2,0,29.8,149.5,79.1,1.3,1.1,0.1,36.6,1.5,39.7,46.1,86.1,1,3.7,0.2,0,3.5,660.2,149.4,18.7,20.9,89.1,17.5,18.8,92.7,2.6,4,65.5,56.1,1.8,10.2,33.8,12.4,1,56.1,1.2,1.1,0.1,3500000,3.5,4.333950048728673,-0.8339500487286733,8.6,4.8,125.8,2.2,0.19258776304764055,-0.6192804069885808,0.7460750217290354,-0.3883250159875239,0.5665566556655666,0.2816281628162816,0.7777777777777778,0.3718371837183718
Kevin Lasagna,2022-2023,29,Hellas Verona,it Serie A,it ITA,-0.7,26,1572,17.5,17,9,0,0.1,0.1,0.2,0.1,0,0,0,0,0.7,1.5,3.7,1572,0.9,0,0,0,0.7,0.3,0.4,0.2,0.1,0.3,0.8,42.9,0.5,1,0.1,0.9,0.3,1,0.7,0,15.3,99.4,42.8,2.1,1.3,0.8,18.1,6,9,14.8,60.9,1,0.5,0.5,0,1.1,133.9,31.3,4.4,6.4,68.8,3.1,4.6,66.7,0.5,1,44.4,27.6,0.9,3.5,10.4,14.3,3.8,27.6,0.9,1.3,-0.3,2500000,2.5,2.5761260142522957,-0.0761260142522957,4.7,3.2,69.9,1.9,-1.4449157612841204,-1.3397536571486872,-2.0439044151844614,-0.7513823083320246,0.0814081408140814,0.06820682068206821,0.0088008800880088,0.2222222222222222
Koke,2022-2023,30,Atlético Madrid,es La Liga,es ESP,1,33,2545,28.3,30,3,1,0,0.1,0.1,0,0,0,0,0.1,1.9,0.8,6,2545,0,0,0,0,1.9,1.3,0.8,0.9,0.2,1,2.5,38.9,1.6,1.2,0.5,0.8,0.7,2.7,0.7,0,44.1,157.3,73.2,0.5,0.9,0,61.4,1.3,63.1,72.1,87.5,1,6.3,0.7,0.1,6.2,959.9,310.2,35,37.3,93.8,20.4,23,89.1,4.5,6.6,67.9,79.4,2.5,19.2,47.3,13.3,0.7,79.4,1.6,1,0.6,18000000,18,24.570995111878567,-6.570995111878567,8.7,6.7,150.6,2.6,0.23457503290230095,0.2362815775765459,1.9838476520591737,0.09575137380514315,0.5852585258525853,0.6292629262926293,0.9713971397139713,0.5731573157315731
Konrad Laimer,2022-2023,25,RB Leipzig,de Bundesliga,at AUT,0.3,21,1468,16.3,17,4,1,0.2,0,0.2,0.2,0,0,0,0.1,1.5,1.2,7.4,1468,0.1,0,0,0,3.7,1.9,1.4,1.8,0.4,1.8,3.3,55.6,1.5,1.9,0.2,1.7,1.1,4.8,0.5,0,37.5,204.7,116.2,3.1,1.8,0.6,39.5,3.2,36.5,46,79.4,1,3.9,1,0.1,5.7,584.8,174.5,18,20.8,86.7,14.8,17.1,86.4,2.4,4.7,50.6,60.4,1.6,12.4,33.9,15.3,2.3,60.4,1.6,1.2,0.5,28000000,28,24.727961637892736,3.2720383621072635,12.2,8.8,115.9,2.6,1.70412947781542,1.181902718411686,0.25196417333111765,0.09575137380514315,0.9526952695269527,0.878987898789879,0.6281628162816282,0.5731573157315731
Lucas Ocampos,2022-2023,28,Sevilla,es La Liga,ar ARG,0,19,1165,12.9,11,8,3,0.3,0,0.3,0.1,0.2,0.2,0,0.1,1.5,1.5,5.7,1165,0.5,0.1,0,0,1.7,1.1,0.7,0.7,0.3,0.6,2.4,25.8,1.8,1.3,0.2,1.2,0.6,2.3,0.4,0,32.5,186.6,84.6,2.5,2.1,1.2,35.6,8.7,25.7,34.8,74,1,1.2,0.9,0.3,2.9,366.6,65.5,15.7,18.9,82.9,7.7,10.1,76.3,1.2,2.7,45.7,48.8,1,4.9,20.5,24.3,4.9,48.6,1.4,1.2,0.2,18000000,18,6.6660201269236055,11.333979873076395,8,5.4,99.7,2.4,-0.05933585608032257,-0.3491029381785406,-0.5565808513200212,-0.14628682109119065,0.46204620462046203,0.40374037403740376,0.3047304730473047,0.46314631463146316
